Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,YearsAtCompany_Safe,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerCluster,PromotionGapScore,RetentionOpportunityIndex,RetentionPriority,PCA1,PCA2
30,0,Travel_Rarely,288,Research & Development,2,3,Life Sciences,3,Male,99,2,2,Healthcare Representative,4,Married,4152,15830,1,No,19,3,1,3,11,3,3,11,10,10,8,11.0,0.9090909090909091,0.9090909090909091,0.2727272727272727,0.7272727272727273,0,High,0.6545454545454545,High Priority,2.76126622349857,1.6395490659454215
46,1,Travel_Rarely,669,Sales,9,2,Medical,3,Male,64,2,3,Sales Executive,4,Single,9619,13596,1,No,16,3,4,0,9,3,3,9,8,4,7,9.0,0.4444444444444444,0.8888888888888888,0.3333333333333333,0.7777777777777778,3,High,0.45555555555555555,Medium Priority,2.0288559209984163,0.35857613591682913
40,0,Travel_Frequently,530,Research & Development,1,4,Life Sciences,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,No,22,4,4,1,22,3,2,22,3,11,11,22.0,0.5,0.13636363636363635,0.13636363636363635,0.5,2,Medium,0.2636363636363636,Low Priority,3.557131158473031,-2.1462364986122484
51,0,Travel_Rarely,632,Sales,21,4,Marketing,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Yes,22,4,4,0,11,2,1,10,7,1,0,10.0,0.1,0.7,0.2,0.0,1,Medium,0.21,Low Priority,-0.4831373529371688,-0.7016997464257225
30,0,Travel_Rarely,1334,Sales,4,2,Medical,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Yes,12,3,2,3,11,4,2,11,8,2,7,11.0,0.18181818181818182,0.7272727272727273,0.36363636363636365,0.6363636363636364,3,Medium,0.2818181818181818,Low Priority,1.0310920381425686,0.41672692283540813
46,0,Travel_Frequently,638,Research & Development,1,3,Medical,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Yes,13,3,3,1,21,5,2,10,9,9,5,10.0,0.9,0.9,0.5,0.5,0,High,0.5800000000000002,Medium Priority,2.696244265735865,0.2720179118077961
32,0,Travel_Rarely,1093,Sales,6,4,Medical,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,No,16,3,1,0,12,0,3,11,8,5,7,11.0,0.45454545454545453,0.7272727272727273,0.0,0.6363636363636364,3,Medium,0.4636363636363637,Medium Priority,1.5141353171100425,0.7080945296839863
54,0,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,Female,60,3,3,Research Director,3,Married,13549,24001,9,No,12,3,1,1,16,5,1,4,3,0,3,4.0,0.0,0.75,1.25,0.75,1,High,0.04999999999999999,Low Priority,0.09994789055389303,-0.6976513267870664
24,0,Travel_Rarely,1353,Sales,3,2,Other,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,No,21,4,1,1,4,2,2,3,2,0,2,3.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Medium,0.1333333333333333,Low Priority,-1.1390124278217046,0.2531513842005031
28,0,Non-Travel,120,Sales,4,3,Medical,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,No,15,3,2,0,5,3,4,5,4,0,4,5.0,0.0,0.8,0.6,0.8,1,High,0.2,Low Priority,-0.43499981753398315,0.7098955410427599
58,0,Travel_Rarely,682,Sales,10,4,Medical,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,No,13,3,3,0,38,1,2,37,10,1,8,37.0,0.02702702702702703,0.2702702702702703,0.02702702702702703,0.21621621621621623,2,Low,0.10810810810810811,Low Priority,3.600902321313181,-3.2131727693782817
44,0,Non-Travel,489,Research & Development,23,3,Medical,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,No,12,3,3,1,17,3,4,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1,Medium,0.19999999999999996,Low Priority,-1.0549456549543257,0.8150840284902118
37,1,Travel_Rarely,807,Human Resources,6,4,Human Resources,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Yes,22,4,4,0,7,3,3,3,2,0,2,3.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1,Medium,0.06666666666666664,Low Priority,-1.6368014620679643,0.8924362061398583
32,0,Travel_Rarely,827,Research & Development,1,1,Life Sciences,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,No,13,3,4,0,1,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-3.0028151947160313,-1.1059883053980126
20,1,Travel_Frequently,871,Research & Development,6,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0,1.0,1.0,0.0,5.0,0.0,4,High,-0.6,Low Priority,-2.452375649759288,-0.3142344428827058
34,0,Travel_Rarely,665,Research & Development,6,4,Other,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,No,14,3,3,0,16,3,3,16,13,2,10,16.0,0.125,0.8125,0.1875,0.625,3,High,0.31875,Medium Priority,2.280798979026427,0.5039398753706467
37,0,Non-Travel,1040,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-2.564145978699585,-1.6937367299170898
59,0,Non-Travel,1420,Human Resources,2,4,Human Resources,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,1,30,3,3,3,2,2,2,3.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0,High,0.3333333333333333,Medium Priority,1.2325674381795895,-1.5675523140171943
50,0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7,8.0,0.0,0.375,0.125,0.875,2,Low,0.175,Low Priority,1.6088162317843409,-2.2524827229502815
25,1,Travel_Rarely,240,Sales,5,3,Marketing,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Yes,11,3,4,0,6,1,3,6,4,0,3,6.0,0.0,0.6666666666666666,0.16666666666666666,0.5,1,Medium,0.21666666666666667,Low Priority,-0.623697823943987,-0.06062870033844883
25,0,Travel_Rarely,1280,Research & Development,7,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1,2.0,1.0,1.0,1.0,0.5,0,High,0.5499999999999999,Medium Priority,-0.8989963520805141,1.9902221145205587
22,0,Travel_Rarely,534,Research & Development,15,3,Medical,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,No,15,3,3,0,1,5,3,0,0,0,0,0.1,0.0,0.0,50.0,0.0,4,Low,-10.0,Low Priority,-4.684391034982428,-3.0667134656252424
51,0,Travel_Frequently,1456,Research & Development,1,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8,13.0,0.9230769230769231,0.9230769230769231,0.07692307692307693,0.6153846153846154,2,High,0.6923076923076923,High Priority,3.8207737611989816,0.8173895841233412
34,1,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,9.0,0.0,0.7777777777777778,0.3333333333333333,0.6666666666666666,3,High,0.23333333333333334,Low Priority,0.45002284056073966,0.3050215788376915
54,0,Non-Travel,142,Human Resources,26,3,Human Resources,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Yes,12,3,3,0,23,3,3,5,3,4,4,5.0,0.8,0.6,0.6,0.8,0,High,0.46,Medium Priority,1.669060874336381,-0.815558338280608
24,0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,No,12,3,3,1,6,2,3,5,3,1,2,5.0,0.2,0.6,0.4,0.4,1,Medium,0.22,Low Priority,-1.2973903580629262,0.5345887260068878
34,0,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,No,15,3,3,1,12,3,3,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-2.6415255668839044,-1.6754952956410847
37,0,Travel_Rarely,1189,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,3,1,0,12,3,3,5,3,1,3,5.0,0.2,0.6,0.6,0.6,1,Medium,0.2,Low Priority,-0.17727392589712213,-0.3775875473729507
34,0,Travel_Rarely,1354,Research & Development,5,3,Medical,3,Female,45,2,3,Manager,1,Single,11631,5615,2,No,12,3,4,0,14,6,3,11,10,5,8,11.0,0.45454545454545453,0.9090909090909091,0.5454545454545454,0.7272727272727273,3,High,0.4181818181818182,Medium Priority,2.7355363904020726,0.1306263742151022
36,0,Travel_Frequently,1467,Sales,11,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,No,14,3,3,1,10,6,3,9,7,2,8,9.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.8888888888888888,3,High,0.2777777777777778,Low Priority,1.6804010809087455,0.1212519422711257
36,0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,22,4,1,1,7,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-3.0108856175626753,-1.0949806344732866
43,0,Travel_Frequently,394,Sales,26,2,Life Sciences,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Yes,12,3,4,2,25,3,4,25,12,4,12,25.0,0.16,0.48,0.12,0.48,2,Low,0.23199999999999998,Low Priority,4.362509994470454,-2.2513646946227666
30,0,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,No,25,4,3,3,10,2,2,10,7,0,9,10.0,0.0,0.7,0.2,0.9,3,Medium,0.26,Low Priority,0.4358473669686103,1.2469986732064287
33,0,Non-Travel,750,Sales,22,2,Marketing,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,No,13,3,1,1,8,2,4,7,7,0,7,7.0,0.0,1.0,0.2857142857142857,1.0,3,High,0.34285714285714286,Medium Priority,0.7661586206715759,1.1518714503967196
56,1,Travel_Rarely,441,Research & Development,14,4,Life Sciences,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Yes,18,3,1,3,7,2,3,5,4,4,3,5.0,0.8,0.8,0.4,0.6,0,High,0.54,Medium Priority,-0.022293296447398546,1.4857472102438014
51,0,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,No,13,3,3,0,23,5,3,20,18,15,15,20.0,0.75,0.9,0.25,0.75,2,High,0.595,Medium Priority,7.476567732392383,-1.0372349213727061
31,1,Travel_Rarely,249,Sales,6,4,Life Sciences,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Yes,18,3,2,0,12,3,2,7,7,7,7,7.0,1.0,1.0,0.42857142857142855,1.0,0,High,0.7142857142857142,High Priority,2.0893767784984334,2.0769989114331606
26,0,Travel_Rarely,841,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3,5.0,0.8,0.8,0.6,0.6,0,High,0.5,Medium Priority,-0.20207235160842077,1.7134971215285069
58,1,Travel_Rarely,147,Research & Development,23,4,Medical,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,No,12,3,4,1,40,3,2,40,10,15,6,40.0,0.375,0.25,0.075,0.15,2,Medium,0.22500000000000003,Low Priority,4.754107417260899,-2.384423820543336
19,1,Travel_Rarely,528,Sales,22,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Yes,19,3,4,0,0,2,2,0,0,0,0,0.1,0.0,0.0,20.0,0.0,4,Low,-4.0,Low Priority,-3.759386635050687,-1.7093565064668579
22,0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,No,14,3,3,1,3,2,3,2,1,2,1,2.0,1.0,0.5,1.0,0.5,0,High,0.4,Medium Priority,-1.33805684683212,1.297051041992011
49,0,Travel_Rarely,470,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,No,14,3,3,0,16,2,2,15,11,5,11,15.0,0.3333333333333333,0.7333333333333333,0.13333333333333333,0.7333333333333333,3,Medium,0.3999999999999999,Medium Priority,2.683362008271201,0.5959406948818496
43,0,Travel_Frequently,957,Research & Development,28,3,Medical,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,No,12,3,4,0,18,2,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Medium,0.26666666666666666,Low Priority,-1.1553651385822339,0.9705761975726612
50,0,Travel_Frequently,809,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,No,11,3,4,0,16,3,3,2,2,2,1,2.0,1.0,1.0,1.5,0.5,0,High,0.4499999999999999,Medium Priority,0.08865496883049091,0.6206134467043912
31,1,Travel_Rarely,542,Sales,20,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2,2.0,1.0,1.0,1.0,1.0,0,High,0.6,High Priority,-0.08405681511572949,2.1589773043641842
41,0,Travel_Rarely,802,Sales,9,1,Life Sciences,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,3,1,12,2,3,9,7,0,7,9.0,0.0,0.7777777777777778,0.2222222222222222,0.7777777777777778,3,High,0.26666666666666666,Low Priority,1.0668224699365187,-0.09897357875211013
26,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,No,23,4,4,1,8,3,3,8,7,5,7,8.0,0.625,0.875,0.375,0.875,0,High,0.5249999999999999,Medium Priority,1.075855336380163,2.0328228390130203
36,0,Travel_Rarely,216,Research & Development,6,2,Medical,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,No,20,4,4,2,7,0,3,3,2,0,1,3.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1,Medium,0.2333333333333333,Low Priority,-1.433407365671034,-0.19138144569859394
51,1,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,No,15,3,4,0,18,2,3,4,2,0,3,4.0,0.0,0.5,0.5,0.75,1,Medium,0.125,Low Priority,-0.3328439785175571,-0.7743429761050488
39,0,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9,15.0,0.3333333333333333,0.7333333333333333,0.06666666666666667,0.6,3,Medium,0.39999999999999997,Medium Priority,2.3330742706437984,0.4404110541717212
25,0,Travel_Rarely,959,Sales,28,3,Life Sciences,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,No,18,3,4,0,6,3,3,2,2,2,2,2.0,1.0,1.0,1.5,1.0,0,High,0.4999999999999999,Medium Priority,0.17132359187354812,1.7670003264020469
30,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Yes,19,3,4,0,12,2,1,11,9,4,7,11.0,0.36363636363636365,0.8181818181818182,0.18181818181818182,0.6363636363636364,3,High,0.4181818181818182,Medium Priority,1.6048814644879472,0.638686340160724
32,1,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,No,22,4,1,0,10,2,4,5,4,0,4,5.0,0.0,0.8,0.4,0.8,1,High,0.24,Low Priority,-0.7211693415652539,1.1071018014524452
45,0,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,6.0,0.0,0.8333333333333334,0.3333333333333333,0.5,1,High,0.23333333333333334,Low Priority,-0.8590953644371356,0.7812732885528322
38,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,2,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,High,0.4,Medium Priority,-0.5995881358738666,0.9287942623326665
30,0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,No,14,3,3,0,5,4,2,5,4,0,4,5.0,0.0,0.8,0.8,0.8,1,High,0.15999999999999998,Low Priority,-0.8391483481637858,1.2330992761759259
32,0,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,No,17,3,4,3,9,2,4,8,7,0,7,8.0,0.0,0.875,0.25,0.875,3,High,0.30000000000000004,Medium Priority,0.5875709061899266,0.9085982793698839
30,0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,No,14,3,4,1,8,3,3,3,2,2,2,3.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0,High,0.3333333333333333,Medium Priority,-0.9764542228394173,1.4031459653750942
30,0,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,No,13,3,4,0,6,3,3,5,3,1,2,5.0,0.2,0.6,0.6,0.4,1,Medium,0.18000000000000002,Low Priority,-1.3076905334444218,0.5311775478723473
41,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7,7.0,1.0,0.8571428571428571,0.2857142857142857,1.0,2,High,0.7,High Priority,3.2111429025979508,0.0879202412541514
41,0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4,5.0,0.2,0.0,0.4,0.8,1,Low,0.08000000000000002,Low Priority,-1.5698092435552755,0.2683004621166807
19,0,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-3.134553416123615,-1.0136042942323242
40,0,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13,20.0,0.1,0.35,0.1,0.65,3,Low,0.19,Low Priority,1.9899916591570084,-0.37516604783370594
35,0,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6,10.0,0.0,0.8,0.3,0.6,3,High,0.24,Low Priority,0.9804201802777421,-0.2645645441126294
53,0,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5,7.0,0.5714285714285714,1.0,0.42857142857142855,0.7142857142857143,0,High,0.5142857142857142,Medium Priority,0.8642294119922754,1.5994787222899676
45,0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,No,18,3,3,1,20,2,1,17,9,0,15,17.0,0.0,0.5294117647058824,0.11764705882352941,0.8823529411764706,3,Medium,0.22352941176470587,Low Priority,1.99260354382092,0.5542551358541368
32,0,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,No,14,3,4,0,9,2,3,9,8,3,7,9.0,0.3333333333333333,0.8888888888888888,0.2222222222222222,0.7777777777777778,3,High,0.43333333333333335,Medium Priority,1.818855932674369,0.3152545873574934
29,0,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,No,13,3,1,1,10,1,3,10,7,0,9,10.0,0.0,0.7,0.1,0.9,3,Medium,0.28,Low Priority,0.8444502800722663,0.7089893108806987
51,0,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-2.499515898216955,-1.781889069801879
58,0,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-3.010295583369086,-1.183086037478312
40,0,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11,12.0,0.16666666666666666,0.9166666666666666,0.16666666666666666,0.9166666666666666,3,High,0.39999999999999997,Medium Priority,2.847346390898167,0.256943676202109
34,0,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2,4.0,0.25,0.75,0.75,0.5,1,High,0.22499999999999992,Low Priority,-1.2369656582268465,0.995136973835243
22,0,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,No,24,4,1,2,2,6,3,2,2,2,2,2.0,1.0,1.0,3.0,1.0,0,High,0.19999999999999987,Low Priority,-0.5916452554046921,2.6661270066904588
27,0,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,No,18,3,4,1,6,1,1,2,2,2,2,2.0,1.0,1.0,0.5,1.0,0,High,0.7,High Priority,-0.5278566321660091,2.797373935691912
28,0,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,No,11,3,3,1,5,2,1,5,2,0,2,5.0,0.0,0.4,0.4,0.4,1,Low,0.07999999999999999,Low Priority,-1.7563582741264783,0.05408599510097216
57,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4,5.0,0.2,0.6,0.4,0.8,1,Medium,0.26,Low Priority,0.19702271585803016,-0.2587318612953
27,0,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1,1.0,0.0,1.0,2.0,1.0,1,High,-2.7755575615628914e-17,Low Priority,-1.6042055028322553,1.763563430094123
50,0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4,5.0,0.8,0.8,1.0,0.8,2,High,0.44000000000000006,Medium Priority,2.354947566975123,-1.154856107791456
41,0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,No,12,3,1,1,13,2,3,9,8,1,8,9.0,0.1111111111111111,0.8888888888888888,0.2222222222222222,0.8888888888888888,3,High,0.35555555555555557,Medium Priority,0.6351923023647892,1.6466758025850268
30,0,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,No,12,3,3,1,12,2,3,10,9,7,4,10.0,0.7,0.9,0.2,0.4,0,High,0.55,Medium Priority,2.1161345500885194,0.05451972747731318
38,0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,No,22,4,3,0,12,2,4,8,3,0,7,8.0,0.0,0.375,0.25,0.875,1,Low,0.15,Low Priority,0.09753308416651604,-0.2338035819615961
32,0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,No,20,4,1,0,8,2,3,5,4,1,4,5.0,0.2,0.8,0.4,0.8,1,High,0.32,Medium Priority,-0.5783083945479005,1.3981956016554444
27,0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Yes,16,3,4,1,6,3,2,5,2,1,1,5.0,0.2,0.4,0.6,0.2,1,Low,0.10000000000000002,Low Priority,-1.7531514269263098,-0.093717099973564
19,1,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,No,21,4,1,0,1,5,4,0,0,0,0,0.1,0.0,0.0,50.0,0.0,4,Low,-10.0,Low Priority,-4.720807984356541,-3.0170424877335034
36,0,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,No,12,3,3,0,13,3,2,8,7,7,2,8.0,0.875,0.875,0.375,0.25,0,High,0.5625000000000001,Medium Priority,0.4344461193034665,1.3950166565815827
30,0,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10,12.0,0.5,0.75,0.3333333333333333,0.8333333333333334,3,High,0.44166666666666665,Medium Priority,2.1673304699807177,1.2590272940912983
